encounter_provider_id,encounter_id,provider_id,encounter_role_id,creator,date_created,changed_by,date_changed,voided,date_voided,voided_by,void_reason,uuid

10229,32325,1,1,1,'2006-05-2316:29:54',NULL,NULL,0,NULL,NULL,NULL,'bfaed3d3-1691-11df-97a5-7038c432aabf'

10230,32328,1,1,1,'2006-05-2316:31:45',NULL,NULL,0,NULL,NULL,NULL,'bfaed503-1691-11df-97a5-7038c432aabf'

10231,32340,1,1,1,'2006-05-2316:33:25',NULL,NULL,0,NULL,NULL,NULL,'bfaed637-1691-11df-97a5-7038c432aabf'

10232,32344,1,1,1,'2006-05-2316:36:12',NULL,NULL,0,NULL,NULL,NULL,'bfaed79a-1691-11df-97a5-7038c432aabf'

10233,32369,1,1,1,'2006-05-2408:25:49',NULL,NULL,0,NULL,NULL,NULL,'bfaed8b8-1691-11df-97a5-7038c432aabf'

10234,32374,1,1,1,'2006-05-2408:36:22',NULL,NULL,0,NULL,NULL,NULL,'bfaed9db-1691-11df-97a5-7038c432aabf'

10235,32375,1,1,1,'2006-05-2408:36:35',NULL,NULL,0,NULL,NULL,NULL,'bfaedafa-1691-11df-97a5-7038c432aabf'

10236,32387,1,1,1,'2006-05-2408:45:47',NULL,NULL,0,NULL,NULL,NULL,'bfaedc1d-1691-11df-97a5-7038c432aabf'

10237,32399,1,1,1,'2006-05-2408:53:56',NULL,NULL,0,NULL,NULL,NULL,'bfaedd37-1691-11df-97a5-7038c432aabf'

10238,32400,1,1,1,'2006-05-2408:56:21',NULL,NULL,0,NULL,NULL,NULL,'bfaede5e-1691-11df-97a5-7038c432aabf'

10239,32406,1,1,1,'2006-05-2408:59:06',NULL,NULL,0,NULL,NULL,NULL,'bfaedf78-1691-11df-97a5-7038c432aabf'

10240,32410,1,1,1,'2006-05-2409:02:00',NULL,NULL,0,NULL,NULL,NULL,'bfaee097-1691-11df-97a5-7038c432aabf'

10241,32417,1,1,1,'2006-05-2409:04:10',NULL,NULL,0,NULL,NULL,NULL,'bfaee1ba-1691-11df-97a5-7038c432aabf'

10242,32429,1,1,1,'2006-05-2409:09:56',NULL,NULL,0,NULL,NULL,NULL,'bfaee2d8-1691-11df-97a5-7038c432aabf'

10243,32443,1,1,1,'2006-05-2409:23:09',NULL,NULL,0,NULL,NULL,NULL,'bfaee3fb-1691-11df-97a5-7038c432aabf'

10244,32445,1,1,1,'2006-05-2409:24:54',NULL,NULL,0,NULL,NULL,NULL,'bfaee51a-1691-11df-97a5-7038c432aabf'

10245,32453,1,1,1,'2006-05-2409:28:32',NULL,NULL,0,NULL,NULL,NULL,'bfaee638-1691-11df-97a5-7038c432aabf'

10246,32457,1,1,1,'2006-05-2409:29:53',NULL,NULL,0,NULL,NULL,NULL,'bfaee757-1691-11df-97a5-7038c432aabf'

10247,32494,1,1,1,'2006-05-2409:54:55',NULL,NULL,0,NULL,NULL,NULL,'bfaee87a-1691-11df-97a5-7038c432aabf'

10248,32495,1,1,1,'2006-05-2409:54:34',NULL,NULL,0,NULL,NULL,NULL,'bfaee99d-1691-11df-97a5-7038c432aabf'

10249,32496,1,1,1,'2006-05-2409:55:33',NULL,NULL,0,NULL,NULL,NULL,'bfaeeabb-1691-11df-97a5-7038c432aabf'

10250,32499,1,1,1,'2006-05-2409:58:24',NULL,NULL,0,NULL,NULL,NULL,'bfaeebe2-1691-11df-97a5-7038c432aabf'

10251,32501,1,1,1,'2006-05-2410:00:34',NULL,NULL,0,NULL,NULL,NULL,'bfaeed1b-1691-11df-97a5-7038c432aabf'

10252,32511,1,1,1,'2006-05-2410:04:17',NULL,NULL,0,NULL,NULL,NULL,'bfaeee4a-1691-11df-97a5-7038c432aabf'

10253,32521,1,1,1,'2006-05-2410:08:30',NULL,NULL,0,NULL,NULL,NULL,'bfaeef58-1691-11df-97a5-7038c432aabf'

10254,32531,1,1,1,'2006-05-2410:12:28',NULL,NULL,0,NULL,NULL,NULL,'bfaef065-1691-11df-97a5-7038c432aabf'

10255,32544,1,1,1,'2006-05-2410:18:12',NULL,NULL,0,NULL,NULL,NULL,'bfaef16e-1691-11df-97a5-7038c432aabf'

10256,32547,1,1,1,'2006-05-2410:18:38',NULL,NULL,0,NULL,NULL,NULL,'bfaef278-1691-11df-97a5-7038c432aabf'

10257,32550,1,1,1,'2006-05-2410:21:36',NULL,NULL,0,NULL,NULL,NULL,'bfaef389-1691-11df-97a5-7038c432aabf'

10258,32554,1,1,1,'2006-05-2410:20:22',NULL,NULL,0,NULL,NULL,NULL,'bfaef493-1691-11df-97a5-7038c432aabf'

10259,32555,1,1,1,'2006-05-2410:23:19',NULL,NULL,0,NULL,NULL,NULL,'bfaef59c-1691-11df-97a5-7038c432aabf'

10260,32559,1,1,1,'2006-05-2410:22:52',NULL,NULL,0,NULL,NULL,NULL,'bfaef6a5-1691-11df-97a5-7038c432aabf'

10261,32561,1,1,1,'2006-05-2410:24:51',NULL,NULL,0,NULL,NULL,NULL,'bfaef7ae-1691-11df-97a5-7038c432aabf'

10262,32564,1,1,1,'2006-05-2410:25:45',NULL,NULL,0,NULL,NULL,NULL,'bfaf0510-1691-11df-97a5-7038c432aabf'

10263,32565,1,1,1,'2006-05-2410:26:13',NULL,NULL,0,NULL,NULL,NULL,'bfaf0626-1691-11df-97a5-7038c432aabf'

10264,32570,1,1,1,'2006-05-2410:28:53',NULL,NULL,0,NULL,NULL,NULL,'bfaf072f-1691-11df-97a5-7038c432aabf'

10265,32575,1,1,1,'2006-05-2410:51:46',NULL,NULL,0,NULL,NULL,NULL,'bfaf0839-1691-11df-97a5-7038c432aabf'

10266,32577,1,1,1,'2006-05-2410:52:49',NULL,NULL,0,NULL,NULL,NULL,'bfaf0942-1691-11df-97a5-7038c432aabf'

10267,32582,1,1,1,'2006-05-2410:56:27',NULL,NULL,0,NULL,NULL,NULL,'bfaf0ceb-1691-11df-97a5-7038c432aabf'

10268,32593,1,1,1,'2006-05-2411:01:27',NULL,NULL,0,NULL,NULL,NULL,'bfaf0eac-1691-11df-97a5-7038c432aabf'

10269,32595,1,1,1,'2006-05-2411:01:43',NULL,NULL,0,NULL,NULL,NULL,'bfaf1ded-1691-11df-97a5-7038c432aabf'

10270,32610,1,1,1,'2006-05-2411:06:16',NULL,NULL,0,NULL,NULL,NULL,'bfaf1fee-1691-11df-97a5-7038c432aabf'

10271,32611,1,1,1,'2006-05-2411:07:09',NULL,NULL,0,NULL,NULL,NULL,'bfaf219a-1691-11df-97a5-7038c432aabf'

10272,32616,1,1,1,'2006-05-2411:07:32',NULL,NULL,0,NULL,NULL,NULL,'bfaf2346-1691-11df-97a5-7038c432aabf'

10273,32620,1,1,1,'2006-05-2411:10:44',NULL,NULL,0,NULL,NULL,NULL,'bfaf308e-1691-11df-97a5-7038c432aabf'

10274,32626,1,1,1,'2006-05-2411:12:09',NULL,NULL,0,NULL,NULL,NULL,'bfaf3231-1691-11df-97a5-7038c432aabf'

10275,32629,1,1,1,'2006-05-2411:13:48',NULL,NULL,0,NULL,NULL,NULL,'bfaf355a-1691-11df-97a5-7038c432aabf'

10276,32630,1,1,1,'2006-05-2411:14:22',NULL,NULL,0,NULL,NULL,NULL,'bfaf448e-1691-11df-97a5-7038c432aabf'

10277,32638,1,1,1,'2006-05-2411:15:52',NULL,NULL,0,NULL,NULL,NULL,'bfaf525f-1691-11df-97a5-7038c432aabf'

10278,32639,1,1,1,'2006-05-2411:16:07',NULL,NULL,0,NULL,NULL,NULL,'bfaf5f45-1691-11df-97a5-7038c432aabf'

10279,32642,1,1,1,'2006-05-2411:17:57',NULL,NULL,0,NULL,NULL,NULL,'bfaf7c2d-1691-11df-97a5-7038c432aabf'

10280,32648,1,1,1,'2006-05-2411:20:17',NULL,NULL,0,NULL,NULL,NULL,'bfaf7d4c-1691-11df-97a5-7038c432aabf'

10281,32651,1,1,1,'2006-05-2411:21:14',NULL,NULL,0,NULL,NULL,NULL,'bfaf7e66-1691-11df-97a5-7038c432aabf'

10282,32654,1,1,1,'2006-05-2411:22:18',NULL,NULL,0,NULL,NULL,NULL,'bfaf7f84-1691-11df-97a5-7038c432aabf'

10283,32657,1,1,1,'2006-05-2411:22:10',NULL,NULL,0,NULL,NULL,NULL,'bfaf80a7-1691-11df-97a5-7038c432aabf'

10284,32661,1,1,1,'2006-05-2411:21:50',NULL,NULL,0,NULL,NULL,NULL,'bfaf81c2-1691-11df-97a5-7038c432aabf'

10285,32664,1,1,1,'2006-05-2411:26:45',NULL,NULL,0,NULL,NULL,NULL,'bfaf82dc-1691-11df-97a5-7038c432aabf'

10286,32680,1,1,1,'2006-05-2411:35:29',NULL,NULL,0,NULL,NULL,NULL,'bfaf83fb-1691-11df-97a5-7038c432aabf'

10287,32683,1,1,1,'2006-05-2411:36:52',NULL,NULL,0,NULL,NULL,NULL,'bfaf8515-1691-11df-97a5-7038c432aabf'

10288,32690,1,1,1,'2006-05-2411:40:22',NULL,NULL,0,NULL,NULL,NULL,'bfaf8633-1691-11df-97a5-7038c432aabf'

10289,32706,1,1,1,'2006-05-2411:46:25',NULL,NULL,0,NULL,NULL,NULL,'bfaf874e-1691-11df-97a5-7038c432aabf'

10290,32716,1,1,1,'2006-05-2411:50:04',NULL,NULL,0,NULL,NULL,NULL,'bfaf886c-1691-11df-97a5-7038c432aabf'

10291,32721,1,1,1,'2006-05-2411:51:43',NULL,NULL,0,NULL,NULL,NULL,'bfaf8987-1691-11df-97a5-7038c432aabf'

10292,32727,1,1,1,'2006-05-2411:53:16',NULL,NULL,0,NULL,NULL,NULL,'bfaf8aa5-1691-11df-97a5-7038c432aabf'

10293,32733,1,1,1,'2006-05-2411:55:56',NULL,NULL,0,NULL,NULL,NULL,'bfaf8bbb-1691-11df-97a5-7038c432aabf'

10294,32736,1,1,1,'2006-05-2412:01:30',NULL,NULL,0,NULL,NULL,NULL,'bfaf8cda-1691-11df-97a5-7038c432aabf'

10295,32740,1,1,1,'2006-05-2412:04:24',NULL,NULL,0,NULL,NULL,NULL,'bfaf8df8-1691-11df-97a5-7038c432aabf'

10296,32742,1,1,1,'2006-05-2412:05:20',NULL,NULL,0,NULL,NULL,NULL,'bfaf8f13-1691-11df-97a5-7038c432aabf'

10297,32752,1,1,1,'2006-05-2412:11:28',NULL,NULL,0,NULL,NULL,NULL,'bfaf9031-1691-11df-97a5-7038c432aabf'

10298,32754,1,1,1,'2006-05-2412:13:13',NULL,NULL,0,NULL,NULL,NULL,'bfaf914c-1691-11df-97a5-7038c432aabf'

10299,32755,1,1,1,'2006-05-2412:12:58',NULL,NULL,0,NULL,NULL,NULL,'bfaf926a-1691-11df-97a5-7038c432aabf'

10300,32758,1,1,1,'2006-05-2412:15:12',NULL,NULL,0,NULL,NULL,NULL,'bfaf9380-1691-11df-97a5-7038c432aabf'

10301,32761,1,1,1,'2006-05-2412:15:05',NULL,NULL,0,NULL,NULL,NULL,'bfaf94f4-1691-11df-97a5-7038c432aabf'

10302,32763,1,1,1,'2006-05-2412:18:09',NULL,NULL,0,NULL,NULL,NULL,'bfaf9628-1691-11df-97a5-7038c432aabf'

10303,32765,1,1,1,'2006-05-2412:19:47',NULL,NULL,0,NULL,NULL,NULL,'bfaf9754-1691-11df-97a5-7038c432aabf'

10304,32776,1,1,1,'2006-05-2412:29:46',NULL,NULL,0,NULL,NULL,NULL,'bfaf9883-1691-11df-97a5-7038c432aabf'

10305,32789,1,1,1,'2006-05-2412:36:46',NULL,NULL,0,NULL,NULL,NULL,'bfaf99af-1691-11df-97a5-7038c432aabf'

10306,32794,1,1,1,'2006-05-2412:42:05',NULL,NULL,0,NULL,NULL,NULL,'bfaf9ada-1691-11df-97a5-7038c432aabf'

10307,32824,1,1,1,'2006-05-2413:52:12',NULL,NULL,0,NULL,NULL,NULL,'bfaf9c01-1691-11df-97a5-7038c432aabf'

10308,32826,1,1,1,'2006-05-2413:57:17',NULL,NULL,0,NULL,NULL,NULL,'bfaf9d53-1691-11df-97a5-7038c432aabf'

10309,32832,1,1,1,'2006-05-2414:03:39',NULL,NULL,0,NULL,NULL,NULL,'bfaf9e72-1691-11df-97a5-7038c432aabf'

10310,32835,1,1,1,'2006-05-2414:06:35',NULL,NULL,0,NULL,NULL,NULL,'bfaf9f8c-1691-11df-97a5-7038c432aabf'

10311,32838,1,1,1,'2006-05-2414:06:56',NULL,NULL,0,NULL,NULL,NULL,'bfafa0ab-1691-11df-97a5-7038c432aabf'

10312,32839,1,1,1,'2006-05-2414:08:44',NULL,NULL,0,NULL,NULL,NULL,'bfafa1c5-1691-11df-97a5-7038c432aabf'

10313,32843,1,1,1,'2006-05-2414:11:32',NULL,NULL,0,NULL,NULL,NULL,'bfafa2e3-1691-11df-97a5-7038c432aabf'

10314,32848,1,1,1,'2006-05-2414:13:30',NULL,NULL,0,NULL,NULL,NULL,'bfafa3fa-1691-11df-97a5-7038c432aabf'

10315,32855,1,1,1,'2006-05-2414:19:02',NULL,NULL,0,NULL,NULL,NULL,'bfafa514-1691-11df-97a5-7038c432aabf'

10316,32863,1,1,1,'2006-05-2414:26:04',NULL,NULL,0,NULL,NULL,NULL,'bfafa62e-1691-11df-97a5-7038c432aabf'

10317,32882,1,1,1,'2006-05-2414:38:39',NULL,NULL,0,NULL,NULL,NULL,'bfafa748-1691-11df-97a5-7038c432aabf'

10318,32893,1,1,1,'2006-05-2414:43:31',NULL,NULL,0,NULL,NULL,NULL,'bfafa867-1691-11df-97a5-7038c432aabf'

10319,32900,1,1,1,'2006-05-2414:48:04',NULL,NULL,0,NULL,NULL,NULL,'bfafa97d-1691-11df-97a5-7038c432aabf'

10320,32901,1,1,1,'2006-05-2414:48:40',NULL,NULL,0,NULL,NULL,NULL,'bfafaa9c-1691-11df-97a5-7038c432aabf'

10321,32908,1,1,1,'2006-05-2414:51:47',NULL,NULL,0,NULL,NULL,NULL,'bfafabb6-1691-11df-97a5-7038c432aabf'

10322,32909,1,1,1,'2006-05-2414:52:25',NULL,NULL,0,NULL,NULL,NULL,'bfafacd4-1691-11df-97a5-7038c432aabf'

10323,32910,1,1,1,'2006-05-2414:52:26',NULL,NULL,0,NULL,NULL,NULL,'bfafadea-1691-11df-97a5-7038c432aabf'

10324,32917,1,1,1,'2006-05-2414:55:08',NULL,NULL,0,NULL,NULL,NULL,'bfafaf05-1691-11df-97a5-7038c432aabf'

10325,32920,1,1,1,'2006-05-2414:57:44',NULL,NULL,0,NULL,NULL,NULL,'bfafb01f-1691-11df-97a5-7038c432aabf'

10326,32921,1,1,1,'2006-05-2414:58:45',NULL,NULL,0,NULL,NULL,NULL,'bfafb139-1691-11df-97a5-7038c432aabf'

10327,32927,1,1,1,'2006-05-2415:01:57',NULL,NULL,0,NULL,NULL,NULL,'bfafb258-1691-11df-97a5-7038c432aabf'

10328,32930,1,1,1,'2006-05-2415:03:30',NULL,NULL,0,NULL,NULL,NULL,'bfafb372-1691-11df-97a5-7038c432aabf'

10329,32931,1,1,1,'2006-05-2415:05:15',NULL,NULL,0,NULL,NULL,NULL,'bfafb491-1691-11df-97a5-7038c432aabf'

10330,32962,1,1,1,'2006-05-2415:22:18',NULL,NULL,0,NULL,NULL,NULL,'bfafb5ab-1691-11df-97a5-7038c432aabf'

10331,32964,1,1,1,'2006-05-2415:22:50',NULL,NULL,0,NULL,NULL,NULL,'bfafb6c1-1691-11df-97a5-7038c432aabf'

10332,32971,1,1,1,'2006-05-2415:20:24',NULL,NULL,0,NULL,NULL,NULL,'bfafb7db-1691-11df-97a5-7038c432aabf'

10333,32974,1,1,1,'2006-05-2415:27:33',NULL,NULL,0,NULL,NULL,NULL,'bfafb8f6-1691-11df-97a5-7038c432aabf'

10334,32976,1,1,1,'2006-05-2415:26:50',NULL,NULL,0,NULL,NULL,NULL,'bfafba14-1691-11df-97a5-7038c432aabf'

10335,32977,1,1,1,'2006-05-2415:29:07',NULL,NULL,0,NULL,NULL,NULL,'bfafbb80-1691-11df-97a5-7038c432aabf'

10336,32978,1,1,1,'2006-05-2415:22:59',NULL,NULL,0,NULL,NULL,NULL,'bfafbcb4-1691-11df-97a5-7038c432aabf'

10337,32983,1,1,1,'2006-05-2415:31:24',NULL,NULL,0,NULL,NULL,NULL,'bfafbddb-1691-11df-97a5-7038c432aabf'

10338,32991,1,1,1,'2006-05-2415:35:47',NULL,NULL,0,NULL,NULL,NULL,'bfafbf0b-1691-11df-97a5-7038c432aabf'

10339,32994,1,1,1,'2006-05-2415:37:47',NULL,NULL,0,NULL,NULL,NULL,'bfafc032-1691-11df-97a5-7038c432aabf'

10340,32995,1,1,1,'2006-05-2415:38:40',NULL,NULL,0,NULL,NULL,NULL,'bfafc159-1691-11df-97a5-7038c432aabf'

10341,33008,1,1,1,'2006-05-2415:45:58',NULL,NULL,0,NULL,NULL,NULL,'bfafc289-1691-11df-97a5-7038c432aabf'

10342,33010,1,1,1,'2006-05-2415:46:38',NULL,NULL,0,NULL,NULL,NULL,'bfafc3df-1691-11df-97a5-7038c432aabf'

10343,33012,1,1,1,'2006-05-2415:47:27',NULL,NULL,0,NULL,NULL,NULL,'bfafc4fd-1691-11df-97a5-7038c432aabf'

10344,33015,1,1,1,'2006-05-2415:48:25',NULL,NULL,0,NULL,NULL,NULL,'bfafc618-1691-11df-97a5-7038c432aabf'

10345,33017,1,1,1,'2006-05-2415:49:42',NULL,NULL,0,NULL,NULL,NULL,'bfafc736-1691-11df-97a5-7038c432aabf'

10346,33020,1,1,1,'2006-05-2415:50:50',NULL,NULL,0,NULL,NULL,NULL,'bfafc851-1691-11df-97a5-7038c432aabf'

10347,33025,1,1,1,'2006-05-2415:53:25',NULL,NULL,0,NULL,NULL,NULL,'bfafc96b-1691-11df-97a5-7038c432aabf'

10348,33027,1,1,1,'2006-05-2415:55:32',NULL,NULL,0,NULL,NULL,NULL,'bfafca89-1691-11df-97a5-7038c432aabf'

10349,33028,1,1,1,'2006-05-2415:53:51',NULL,NULL,0,NULL,NULL,NULL,'bfafcba4-1691-11df-97a5-7038c432aabf'

10350,33030,1,1,1,'2006-05-2415:56:32',NULL,NULL,0,NULL,NULL,NULL,'bfafccc2-1691-11df-97a5-7038c432aabf'

10351,33033,1,1,1,'2006-05-2415:49:10',NULL,NULL,0,NULL,NULL,NULL,'bfafcddd-1691-11df-97a5-7038c432aabf'

10352,33034,1,1,1,'2006-05-2415:57:00',NULL,NULL,0,NULL,NULL,NULL,'bfafcefb-1691-11df-97a5-7038c432aabf'

10353,33036,1,1,1,'2006-05-2416:00:11',NULL,NULL,0,NULL,NULL,NULL,'bfafd016-1691-11df-97a5-7038c432aabf'

10354,33038,1,1,1,'2006-05-2415:59:16',NULL,NULL,0,NULL,NULL,NULL,'bfafdf2c-1691-11df-97a5-7038c432aabf'

10355,33041,1,1,1,'2006-05-2416:02:30',NULL,NULL,0,NULL,NULL,NULL,'bfafe042-1691-11df-97a5-7038c432aabf'

10356,33044,1,1,1,'2006-05-2416:04:53',NULL,NULL,0,NULL,NULL,NULL,'bfafe14f-1691-11df-97a5-7038c432aabf'

10357,33046,1,1,1,'2006-05-2416:06:50',NULL,NULL,0,NULL,NULL,NULL,'bfafe2c8-1691-11df-97a5-7038c432aabf'

10358,33047,1,1,1,'2006-05-2416:08:28',NULL,NULL,0,NULL,NULL,NULL,'bfafe3f3-1691-11df-97a5-7038c432aabf'

10359,33048,1,1,1,'2006-05-2416:02:04',NULL,NULL,0,NULL,NULL,NULL,'bfafe523-1691-11df-97a5-7038c432aabf'

10360,33049,1,1,1,'2006-05-2416:08:35',NULL,NULL,0,NULL,NULL,NULL,'bfafe64a-1691-11df-97a5-7038c432aabf'

10361,33058,1,1,1,'2006-05-2416:12:34',NULL,NULL,0,NULL,NULL,NULL,'bfafe77a-1691-11df-97a5-7038c432aabf'

10362,33059,1,1,1,'2006-05-2416:10:40',NULL,NULL,0,NULL,NULL,NULL,'bfafe8a1-1691-11df-97a5-7038c432aabf'

10363,33064,1,1,1,'2006-05-2416:14:56',NULL,NULL,0,NULL,NULL,NULL,'bfafe9cc-1691-11df-97a5-7038c432aabf'

10364,33077,1,1,1,'2006-05-2416:22:30',NULL,NULL,0,NULL,NULL,NULL,'bfafeb1e-1691-11df-97a5-7038c432aabf'

10365,33081,1,1,1,'2006-05-2416:25:13',NULL,NULL,0,NULL,NULL,NULL,'bfafec39-1691-11df-97a5-7038c432aabf'

10366,33089,1,1,1,'2006-05-2416:28:21',NULL,NULL,0,NULL,NULL,NULL,'bfafed53-1691-11df-97a5-7038c432aabf'

10367,33092,1,1,1,'2006-05-2416:29:32',NULL,NULL,0,NULL,NULL,NULL,'bfafee6d-1691-11df-97a5-7038c432aabf'

10368,33093,1,1,1,'2006-05-2416:27:47',NULL,NULL,0,NULL,NULL,NULL,'bfafef90-1691-11df-97a5-7038c432aabf'

10369,33094,1,1,1,'2006-05-2416:29:36',NULL,NULL,0,NULL,NULL,NULL,'bfaff0aa-1691-11df-97a5-7038c432aabf'

10370,33095,1,1,1,'2006-05-2416:30:56',NULL,NULL,0,NULL,NULL,NULL,'bfaff1c9-1691-11df-97a5-7038c432aabf'

10371,33112,1,1,1,'2006-05-2416:11:10',NULL,NULL,0,NULL,NULL,NULL,'bfaff2e3-1691-11df-97a5-7038c432aabf'

10372,33123,1,1,1,'2006-05-2416:44:03',NULL,NULL,0,NULL,NULL,NULL,'bfaff3f9-1691-11df-97a5-7038c432aabf'

10373,33124,1,1,1,'2006-05-2416:41:48',NULL,NULL,0,NULL,NULL,NULL,'bfaff518-1691-11df-97a5-7038c432aabf'

10374,33125,1,1,1,'2006-05-2416:40:56',NULL,NULL,0,NULL,NULL,NULL,'bfaff632-1691-11df-97a5-7038c432aabf'

10375,33130,1,1,1,'2006-05-2416:46:07',NULL,NULL,0,NULL,NULL,NULL,'bfaff75d-1691-11df-97a5-7038c432aabf'

10376,33135,1,1,1,'2006-05-2416:47:09',NULL,NULL,0,NULL,NULL,NULL,'bfaff92b-1691-11df-97a5-7038c432aabf'

10377,33136,1,1,1,'2006-05-2416:46:45',NULL,NULL,0,NULL,NULL,NULL,'bfaffaed-1691-11df-97a5-7038c432aabf'

10378,33138,1,1,1,'2006-05-2416:49:17',NULL,NULL,0,NULL,NULL,NULL,'bfaffca9-1691-11df-97a5-7038c432aabf'

10379,33140,1,1,1,'2006-05-2416:46:12',NULL,NULL,0,NULL,NULL,NULL,'bfafff49-1691-11df-97a5-7038c432aabf'

10380,33149,1,1,1,'2006-05-2416:50:57',NULL,NULL,0,NULL,NULL,NULL,'bfb00113-1691-11df-97a5-7038c432aabf'

10381,33153,1,1,1,'2006-05-2417:01:51',NULL,NULL,0,NULL,NULL,NULL,'bfb002e9-1691-11df-97a5-7038c432aabf'

10382,33154,1,1,1,'2006-05-2507:33:40',NULL,NULL,0,NULL,NULL,NULL,'bfb004c0-1691-11df-97a5-7038c432aabf'

10383,33159,1,1,1,'2006-05-2507:53:04',NULL,NULL,0,NULL,NULL,NULL,'bfb00685-1691-11df-97a5-7038c432aabf'

10384,33162,1,1,1,'2006-05-2507:51:55',NULL,NULL,0,NULL,NULL,NULL,'bfb00857-1691-11df-97a5-7038c432aabf'

10385,33167,1,1,1,'2006-05-2507:59:59',NULL,NULL,0,NULL,NULL,NULL,'bfb00a83-1691-11df-97a5-7038c432aabf'

10386,33169,1,1,1,'2006-05-2508:02:25',NULL,NULL,0,NULL,NULL,NULL,'bfb00c6f-1691-11df-97a5-7038c432aabf'

10387,33174,1,1,1,'2006-05-2508:06:08',NULL,NULL,0,NULL,NULL,NULL,'bfb00e4e-1691-11df-97a5-7038c432aabf'

10388,33175,1,1,1,'2006-05-2508:04:13',NULL,NULL,0,NULL,NULL,NULL,'bfb01036-1691-11df-97a5-7038c432aabf'

10389,33176,1,1,1,'2006-05-2508:05:02',NULL,NULL,0,NULL,NULL,NULL,'bfb01251-1691-11df-97a5-7038c432aabf'

10390,33180,1,1,1,'2006-05-2508:10:05',NULL,NULL,0,NULL,NULL,NULL,'bfb0141f-1691-11df-97a5-7038c432aabf'

10391,33200,1,1,1,'2006-05-2508:18:11',NULL,NULL,0,NULL,NULL,NULL,'bfb015ed-1691-11df-97a5-7038c432aabf'

10392,33202,1,1,1,'2006-05-2508:19:18',NULL,NULL,0,NULL,NULL,NULL,'bfb017b6-1691-11df-97a5-7038c432aabf'

10393,33207,1,1,1,'2006-05-2508:20:14',NULL,NULL,0,NULL,NULL,NULL,'bfb018dd-1691-11df-97a5-7038c432aabf'

10394,33208,1,1,1,'2006-05-2508:20:21',NULL,NULL,0,NULL,NULL,NULL,'bfb01a7c-1691-11df-97a5-7038c432aabf'

10395,33210,1,1,1,'2006-05-2508:22:03',NULL,NULL,0,NULL,NULL,NULL,'bfb01b9f-1691-11df-97a5-7038c432aabf'

10396,33213,1,1,1,'2006-05-2508:24:01',NULL,NULL,0,NULL,NULL,NULL,'bfb01cb9-1691-11df-97a5-7038c432aabf'

10397,33229,1,1,1,'2006-05-2508:31:58',NULL,NULL,0,NULL,NULL,NULL,'bfb01dd8-1691-11df-97a5-7038c432aabf'

10398,33236,1,1,1,'2006-05-2508:36:05',NULL,NULL,0,NULL,NULL,NULL,'bfb01ef7-1691-11df-97a5-7038c432aabf'

10399,33243,1,1,1,'2006-05-2508:38:40',NULL,NULL,0,NULL,NULL,NULL,'bfb02011-1691-11df-97a5-7038c432aabf'

10400,33249,1,1,1,'2006-05-2508:40:12',NULL,NULL,0,NULL,NULL,NULL,'bfb02130-1691-11df-97a5-7038c432aabf'

10401,33256,1,1,1,'2006-05-2508:43:20',NULL,NULL,0,NULL,NULL,NULL,'bfb0224a-1691-11df-97a5-7038c432aabf'

10402,33261,1,1,1,'2006-05-2508:45:40',NULL,NULL,0,NULL,NULL,NULL,'bfb02368-1691-11df-97a5-7038c432aabf'

10403,33263,1,1,1,'2006-05-2508:47:35',NULL,NULL,0,NULL,NULL,NULL,'bfb02483-1691-11df-97a5-7038c432aabf'

10404,33270,1,1,1,'2006-05-2508:48:17',NULL,NULL,0,NULL,NULL,NULL,'bfb025a1-1691-11df-97a5-7038c432aabf'

10405,33277,1,1,1,'2006-05-2508:51:50',NULL,NULL,0,NULL,NULL,NULL,'bfb026bc-1691-11df-97a5-7038c432aabf'

10406,33280,1,1,1,'2006-05-2508:53:01',NULL,NULL,0,NULL,NULL,NULL,'bfb027d2-1691-11df-97a5-7038c432aabf'

10407,33281,1,1,1,'2006-05-2508:53:13',NULL,NULL,0,NULL,NULL,NULL,'bfb028f0-1691-11df-97a5-7038c432aabf'

10408,33282,1,1,1,'2006-05-2508:54:01',NULL,NULL,0,NULL,NULL,NULL,'bfb02a0a-1691-11df-97a5-7038c432aabf'

10409,33283,1,1,1,'2006-05-2508:53:33',NULL,NULL,0,NULL,NULL,NULL,'bfb02b29-1691-11df-97a5-7038c432aabf'

10410,33285,1,1,1,'2006-05-2508:55:27',NULL,NULL,0,NULL,NULL,NULL,'bfb02c3f-1691-11df-97a5-7038c432aabf'

10411,33289,1,1,1,'2006-05-2508:55:07',NULL,NULL,0,NULL,NULL,NULL,'bfb02d62-1691-11df-97a5-7038c432aabf'

10412,33294,1,1,1,'2006-05-2508:57:22',NULL,NULL,0,NULL,NULL,NULL,'bfb02e78-1691-11df-97a5-7038c432aabf'

10413,33299,1,1,1,'2006-05-2508:57:50',NULL,NULL,0,NULL,NULL,NULL,'bfb02f97-1691-11df-97a5-7038c432aabf'

