concept_id,name,locale,creator,date_created,concept_name_id,voided,voided_by,date_voided,void_reason,uuid,concept_name_type,locale_preferred

716,'OVA','en',1,'2004-01-0100:00:00',716,0,NULL,NULL,NULL,'bebfc2ac-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

717,'TOTALPROTEIN','en',1,'2004-01-0100:00:00',717,0,NULL,NULL,NULL,'bebfc3c2-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

718,'PROTEINPOS','en',1,'2004-01-0100:00:00',718,0,NULL,NULL,NULL,'bebfc4d0-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

719,'TROPHOZOITE','en',1,'2004-01-0100:00:00',719,0,NULL,NULL,NULL,'bebfc5e6-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

720,'ALBUMINPOSITIVE','en',1,'2004-01-0100:00:00',720,0,NULL,NULL,NULL,'bebfc6f8-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

721,'ALBUMINPOS','en',1,'2004-01-0100:00:00',721,0,NULL,NULL,NULL,'bebfc805-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

722,'AMORPHOUSPHOSPHATECRYSTALS','en',1,'2004-01-0100:00:00',722,0,NULL,NULL,NULL,'bebfc917-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

723,'AMORPHOUSPHOSCRYSTALS','en',1,'2004-01-0100:00:00',723,0,NULL,NULL,NULL,'bebfca29-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

724,'BACTERIA','en',1,'2004-01-0100:00:00',724,0,NULL,NULL,NULL,'bebfcb43-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

725,'CALCIUMOXALATECRYSTALS','en',1,'2004-01-0100:00:00',725,0,NULL,NULL,NULL,'bebfcc55-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

726,'GRANULARCELLS','en',1,'2004-01-0100:00:00',726,0,NULL,NULL,NULL,'bebfcd66-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

727,'MOTILEBACTERIA','en',1,'2004-01-0100:00:00',727,0,NULL,NULL,NULL,'bebfce74-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

728,'SUGAR','en',1,'2004-01-0100:00:00',728,0,NULL,NULL,NULL,'bebfcf86-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

729,'PLATELETS','en',1,'2004-01-0100:00:00',729,0,NULL,NULL,NULL,'bebfd097-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

730,'CD4%','en',1,'2004-04-0800:00:00',730,0,NULL,NULL,NULL,'bebfd1a9-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

731,'QUINAPRIL','en',1,'2004-01-0100:00:00',731,0,NULL,NULL,NULL,'bebfd2bb-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

732,'ACYCLOVIR','en',1,'2004-03-2000:00:00',732,0,NULL,NULL,NULL,'bebfd3c8-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

733,'ALPRAZOLAM','en',1,'2004-03-2000:00:00',733,0,NULL,NULL,NULL,'bebfd4d6-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

734,'AVELOX','en',1,'2004-03-2000:00:00',734,0,NULL,NULL,NULL,'bebfd5ec-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

735,'AZITHROMYCIN','en',1,'2004-03-2000:00:00',735,0,NULL,NULL,NULL,'bebfd6fe-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

736,'CEFTIN','en',1,'2004-03-2000:00:00',736,0,NULL,NULL,NULL,'bebfd814-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

737,'CEFUROXIME','en',1,'2004-03-2000:00:00',737,0,NULL,NULL,NULL,'bebfd921-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

738,'CELEBREX','en',1,'2004-03-2000:00:00',738,0,NULL,NULL,NULL,'bebfdab3-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

739,'CELESTAMINE','en',1,'2004-02-0300:00:00',739,0,NULL,NULL,NULL,'bebfdbd6-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

740,'CIPROFLOXACIN','en',1,'2004-03-2000:00:00',740,0,NULL,NULL,NULL,'bebfdcf9-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

741,'CLARITIN','en',1,'2004-03-2000:00:00',741,0,NULL,NULL,NULL,'bebfde20-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

742,'DAKTARINORALGEL','en',1,'2004-03-2000:00:00',742,0,NULL,NULL,NULL,'bebfdf3f-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

743,'DIHYDROCODEINE','en',1,'2004-03-2000:00:00',743,0,NULL,NULL,NULL,'bebfe061-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

744,'DIFLUCAN','en',1,'2004-03-2000:00:00',744,0,NULL,NULL,NULL,'bebfe1b3-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

745,'ETHAMBUTOL','en',1,'2004-03-2000:00:00',745,0,NULL,NULL,NULL,'bebfe2c5-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

746,'FAMVIR','en',1,'2004-03-2000:00:00',746,0,NULL,NULL,NULL,'bebfe3d3-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

747,'FLUCONAZOLE','en',1,'2004-03-2000:00:00',747,0,NULL,NULL,NULL,'bebfe4e4-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

748,'IMIPRAMINE','en',1,'2004-03-2000:00:00',748,0,NULL,NULL,NULL,'bebfe5fa-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

749,'INDINAVIR','en',1,'2004-03-2000:00:00',749,0,NULL,NULL,NULL,'bebfe708-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

750,'ISONIAZID','en',1,'2004-03-2000:00:00',750,0,NULL,NULL,NULL,'bebfe81e-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

751,'METOCLOPRAMIDE','en',1,'2004-03-2000:00:00',751,0,NULL,NULL,NULL,'bebfe930-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

752,'LANSOPRAZOLE','en',1,'2004-03-2000:00:00',752,0,NULL,NULL,NULL,'bebfea46-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

753,'LASIX','en',1,'2004-03-2000:00:00',753,0,NULL,NULL,NULL,'bebfeb5c-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

754,'LEVAQUIN','en',1,'2004-03-2000:00:00',754,0,NULL,NULL,NULL,'bebfec69-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

755,'LEVOFLOXACIN','en',1,'2003-03-2000:00:00',755,0,NULL,NULL,NULL,'bebfed7f-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

756,'MOTILIUM','en',1,'2004-03-2000:00:00',756,0,NULL,NULL,NULL,'bebfee8d-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

757,'MYCELEX','en',1,'2004-03-2000:00:00',757,0,NULL,NULL,NULL,'bebfefa3-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

758,'NASACORT','en',1,'2004-03-2000:00:00',758,0,NULL,NULL,NULL,'bebff0ac-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

759,'BIFONAZOLE','en',1,'2004-03-2000:00:00',759,0,NULL,NULL,NULL,'bebff1be-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

760,'NEXIUM','en',1,'2004-03-2000:00:00',760,0,NULL,NULL,NULL,'bebffb6e-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

761,'NIZAROL','en',1,'2004-03-2000:00:00',761,0,NULL,NULL,NULL,'bebffc7c-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

762,'SHARPSENSATION','en',1,'2006-02-1321:09:22',762,0,NULL,NULL,NULL,'bebffd89-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

763,'PANTOPRAZOLE','en',1,'2004-03-2000:00:00',763,0,NULL,NULL,NULL,'bebffe97-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

764,'PLASIL','en',1,'2004-03-2000:00:00',764,0,NULL,NULL,NULL,'bebfffad-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

765,'PREDNISOLONE','en',1,'2004-03-2000:00:00',765,0,NULL,NULL,NULL,'bec00118-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

766,'PYRIDOXINE','en',1,'2004-03-2000:00:00',766,0,NULL,NULL,NULL,'bec00237-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

767,'RIFAMPICIN','en',1,'2004-03-2000:00:00',767,0,NULL,NULL,NULL,'bec0035a-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

768,'RIFAMPICINISONIAZIDANDPYRAZINAMIDE','en',1,'2004-03-2000:00:00',768,0,NULL,NULL,NULL,'bec00478-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

769,'SALICYLICACIDOINT','en',1,'2004-03-2000:00:00',769,0,NULL,NULL,NULL,'bec0059b-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

770,'SPORANOX','en',1,'2004-03-2000:00:00',770,0,NULL,NULL,NULL,'bec006ba-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

771,'STOCRIN','en',1,'2004-03-2000:00:00',771,0,NULL,NULL,NULL,'bec007dd-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

772,'SUPRAX','en',1,'2004-03-2000:00:00',772,0,NULL,NULL,NULL,'bec0092a-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

773,'FERROUSSULFATEANDFOLICACID','en',1,'2004-03-2800:00:00',773,0,NULL,NULL,NULL,'bec00a3c-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

774,'TRIPLERXFORHELICOBACTER','en',1,'2004-03-2000:00:00',774,0,NULL,NULL,NULL,'bec00b52-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

775,'VIOXX','en',1,'2004-03-2000:00:00',775,0,NULL,NULL,NULL,'bec00c64-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

776,'XANAX','en',1,'2004-03-2200:00:00',776,0,NULL,NULL,NULL,'bec00d76-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

777,'LIDOCAINEANDHYDROCORTISONE','en',1,'2004-03-2000:00:00',777,0,NULL,NULL,NULL,'bec00e83-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

778,'ZOVIRAX','en',1,'2004-03-2000:00:00',778,0,NULL,NULL,NULL,'bec00f9d-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

779,'CETIRIZINE','en',1,'2004-03-2000:00:00',779,0,NULL,NULL,NULL,'bec010b3-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

780,'ORALCONTRACEPTION','en',1,'2004-03-2000:00:00',780,0,NULL,NULL,NULL,'bec011db-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

781,'DIPTHERIATETANUSANDPERTUSSISVACCINATION','en',1,'2004-03-2000:00:00',781,0,NULL,NULL,NULL,'bec013a0-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

782,'HEPATITISBVACCINATION','en',1,'2004-03-2000:00:00',782,0,NULL,NULL,NULL,'bec01543-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

783,'POLIOVACCINATION','en',1,'2004-03-2000:00:00',783,0,NULL,NULL,NULL,'bec016e6-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

784,'PENICILLIN','en',1,'2004-03-2000:00:00',784,0,NULL,NULL,NULL,'bec01885-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

785,'ALKALINEPHOSPHATASE','en',1,'2004-03-2000:00:00',785,0,NULL,NULL,NULL,'bec01b3e-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

786,'BETAMETHASONE','en',1,'2004-03-2000:00:00',786,0,NULL,NULL,NULL,'bec01cf3-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

787,'DF118','en',1,'2004-03-2000:00:00',787,0,NULL,NULL,NULL,'bec01eab-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

788,'ZYNCET','en',1,'2004-03-2000:00:00',788,0,NULL,NULL,NULL,'bec0205b-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

789,'NELTOLON','en',1,'2004-03-2000:00:00',789,0,NULL,NULL,NULL,'bec0220b-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

790,'SERUMCREATININE','en',1,'2004-04-0800:00:00',790,0,NULL,NULL,NULL,'bec023c4-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

791,'EMTRICITABINE','en',1,'2004-04-0800:00:00',791,0,NULL,NULL,NULL,'bec0256f-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

792,'STAVUDINELAMIVUDINEANDNEVIRAPINE','en',1,'2004-04-0800:00:00',792,0,NULL,NULL,NULL,'bec0268a-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

793,'KALETRA','en',1,'2004-04-0800:00:00',793,0,NULL,NULL,NULL,'bec027f1-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

794,'LOPINAVIRANDRITONAVIR','en',1,'2004-04-0800:00:00',794,0,NULL,NULL,NULL,'bec12a5a-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

795,'RITONAVIR','en',1,'2004-04-0800:00:00',795,0,NULL,NULL,NULL,'bec12bc9-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

796,'DIDANOSINE','en',1,'2004-04-0800:00:00',796,0,NULL,NULL,NULL,'bec12cf5-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

797,'ZIDOVUDINE','en',1,'2004-04-0800:00:00',797,0,NULL,NULL,NULL,'bec12e20-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

798,'SALBUTAMOL','en',1,'2004-04-0800:00:00',798,0,NULL,NULL,NULL,'bec12f43-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

799,'HALOFANTRINE','en',1,'2004-04-1300:00:00',799,0,NULL,NULL,NULL,'bec1306f-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

800,'EFV','en',1,'2004-04-2500:00:00',800,0,NULL,NULL,NULL,'bec13191-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

801,'TACHYPNEA','en',1,'2004-05-2400:00:00',801,0,NULL,NULL,NULL,'bec132b4-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

802,'TENOFOVIR','en',1,'2004-04-2500:00:00',802,0,NULL,NULL,NULL,'bec133e0-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

803,'VIREAD','en',1,'2004-04-2500:00:00',803,0,NULL,NULL,NULL,'bec13503-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

804,'EMTRIVA','en',1,'2004-04-2500:00:00',804,0,NULL,NULL,NULL,'bec1362e-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

805,'FTC','en',1,'2004-04-2500:00:00',805,0,NULL,NULL,NULL,'bec13751-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

806,'VIDEX','en',1,'2004-04-2500:00:00',806,0,NULL,NULL,NULL,'bec13874-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

807,'DDI','en',1,'2004-04-2500:00:00',807,0,NULL,NULL,NULL,'bec13ab9-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

808,'NVP','en',1,'2004-04-2500:00:00',808,0,NULL,NULL,NULL,'bec13be5-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

809,'EMTRI','en',1,'2004-04-2500:00:00',809,0,NULL,NULL,NULL,'bec13d10-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

810,'AMPRENAVIR','en',1,'2004-04-2500:00:00',810,0,NULL,NULL,NULL,'bec13e2f-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

811,'INDINAVIR','en',1,'2004-04-2500:00:00',811,0,NULL,NULL,NULL,'bec13f52-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

812,'CRIXAVAN','en',1,'2004-04-2500:00:00',812,0,NULL,NULL,NULL,'bec140ac-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

813,'IDV','en',1,'2004-04-2500:00:00',813,0,NULL,NULL,NULL,'bec141be-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

814,'ABACAVIR','en',1,'2004-04-2500:00:00',814,0,NULL,NULL,NULL,'bec142d4-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

815,'ZIAGEN','en',1,'2004-04-2500:00:00',815,0,NULL,NULL,NULL,'bec143e1-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

816,'ABC','en',1,'2004-04-2500:00:00',816,0,NULL,NULL,NULL,'bec144f3-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

817,'ABACAVIRLAMIVUDINEANDZIDOVUDINE','en',1,'2004-04-2500:00:00',817,0,NULL,NULL,NULL,'bec14605-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

818,'ADHERENCE','en',1,'2004-05-0400:00:00',818,0,NULL,NULL,NULL,'bec1471f-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

819,'CANNOTAFFORDTREATMENT','en',1,'2004-05-0400:00:00',819,0,NULL,NULL,NULL,'bec14835-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

820,'TRANSPORTPROBLEMS','en',1,'2004-05-0400:00:00',820,0,NULL,NULL,NULL,'bec14947-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

821,'PERIPHERALNEUROPATHY','en',1,'2004-05-0400:00:00',821,0,NULL,NULL,NULL,'bec14a5d-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

822,'EXPOSURETOHIV','en',1,'2004-05-0400:00:00',822,0,NULL,NULL,NULL,'bec14b6f-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

823,'WASTINGSYNDROME','en',1,'2004-05-0400:00:00',823,0,NULL,NULL,NULL,'bec14c85-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

824,'NASALBLOCKAGE','en',1,'2004-05-0400:00:00',824,0,NULL,NULL,NULL,'bec14d96-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

825,'HEPATOSPLENOMEGALY','en',1,'2004-05-0400:00:00',825,0,NULL,NULL,NULL,'bec14ea4-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

826,'ORALHAIRYLEUKOPLAKIA','en',1,'2004-05-0400:00:00',826,0,NULL,NULL,NULL,'bec14fba-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

827,'PCP','en',1,'2004-05-0400:00:00',827,0,NULL,NULL,NULL,'bec150cc-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

828,'HEMIPARESIS','en',1,'2004-05-0400:00:00',828,0,NULL,NULL,NULL,'bec151e2-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

829,'ECZEMA','en',1,'2004-05-0400:00:00',829,0,NULL,NULL,NULL,'bec152ef-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

830,'LARYNGITIS','en',1,'2004-05-0400:00:00',830,0,NULL,NULL,NULL,'bec15401-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

831,'PULMONARYTUBERCULOSIS','en',1,'2004-05-0400:00:00',831,0,NULL,NULL,NULL,'bec15513-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

832,'WEIGHTLOSS','en',1,'2004-05-0400:00:00',832,0,NULL,NULL,NULL,'bec15624-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

833,'UNABLETOWALK','en',1,'2004-05-0400:00:00',833,0,NULL,NULL,NULL,'bec1573a-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

834,'BREASTFEEDING','en',1,'2004-05-0400:00:00',834,0,NULL,NULL,NULL,'bec15848-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

835,'TINEACORPORIS','en',1,'2004-05-0400:00:00',835,0,NULL,NULL,NULL,'bec1595a-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

836,'HERPESZOSTER','en',1,'2004-05-0400:00:00',836,0,NULL,NULL,NULL,'bec15a67-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

837,'HYPERACIDITY','en',1,'2004-05-0400:00:00',837,0,NULL,NULL,NULL,'bec15b79-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

838,'ACNE','en',1,'2004-05-0400:00:00',838,0,NULL,NULL,NULL,'bec15c8f-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

839,'THROMBOCYTOPENIA','en',1,'2004-05-0400:00:00',839,0,NULL,NULL,NULL,'bec15d9c-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

840,'HEMATURIA','en',1,'2004-05-0400:00:00',840,0,NULL,NULL,NULL,'bec15eb2-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

841,'TUMOUR','en',1,'2004-05-0400:00:00',841,0,NULL,NULL,NULL,'bec15fc0-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

842,'FOLLICULITIS','en',1,'2004-05-0400:00:00',842,0,NULL,NULL,NULL,'bec16130-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

843,'REGIMENFAILURE','en',1,'2004-05-0400:00:00',843,0,NULL,NULL,NULL,'bec16253-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

844,'HIVDNAPOLYMERASECHAINREACTION','en',1,'2004-05-0500:00:00',844,0,NULL,NULL,NULL,'bec16371-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

845,'ULTRASOUND,ABDOMEN','en',1,'2004-05-0500:00:00',845,0,NULL,NULL,NULL,'bec16494-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

846,'COMPUTEDTOMOGRAPHYSCAN,HEAD','en',1,'2004-05-0500:00:00',846,0,NULL,NULL,NULL,'bec165b7-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

847,'BSFORMPS','en',1,'2004-05-0500:00:00',847,0,NULL,NULL,NULL,'bec166da-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

848,'SERUMALBUMIN','en',1,'2004-05-0500:00:00',848,0,NULL,NULL,NULL,'bec167f8-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

849,'URINARYALBUMIN','en',1,'2004-05-0500:00:00',849,0,NULL,NULL,NULL,'bec1694e-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

850,'ALP','en',1,'2004-05-0500:00:00',850,0,NULL,NULL,NULL,'bec16a64-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

851,'MEANCORPUSCULARVOLUME','en',1,'2004-05-0500:00:00',851,0,NULL,NULL,NULL,'bec16b76-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

852,'ULTRASOUND,HEPATIC','en',1,'2004-05-0500:00:00',852,0,NULL,NULL,NULL,'bec16c8c-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

853,'CD8COUNT','en',1,'2004-05-0500:00:00',853,0,NULL,NULL,NULL,'bec16da7-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

854,'CD4/CD8','en',1,'2004-05-0500:00:00',854,0,NULL,NULL,NULL,'bec16ebd-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

855,'ERYTHROCYTESEDIMENTATIONRATE','en',1,'2004-05-0500:00:00',855,0,NULL,NULL,NULL,'bec16fd3-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

856,'HIVVIRALLOAD','en',1,'2004-05-0500:00:00',856,0,NULL,NULL,NULL,'bec170e9-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

857,'BLOODUREANITROGEN','en',1,'2004-05-0500:00:00',857,0,NULL,NULL,NULL,'bec171fa-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

858,'ZNSTAIN','en',1,'2004-05-0500:00:00',858,0,NULL,NULL,NULL,'bec17310-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

859,'CONGESTION','en',1,'2004-05-0500:00:00',859,0,NULL,NULL,NULL,'bec1742b-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

860,'NECKPAINS','en',1,'2004-05-0500:00:00',860,0,NULL,NULL,NULL,'bec1753c-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

861,'HEARINGDIFFICULTIES','en',1,'2004-05-0500:00:00',861,0,NULL,NULL,NULL,'bec17657-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

862,'P.V.DISCHARGE','en',1,'2004-05-0500:00:00',862,0,NULL,NULL,NULL,'bec1776d-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

863,'ITCHING','en',1,'2004-05-0500:00:00',863,0,NULL,NULL,NULL,'bec17883-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

864,'GENITALSORES','en',1,'2004-05-0500:00:00',864,0,NULL,NULL,NULL,'bec1799d-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

865,'THROATPAINFUL','en',1,'2004-05-0500:00:00',865,0,NULL,NULL,NULL,'bec17aaf-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

866,'PAINFULSWALLOWING','en',1,'2004-05-0500:00:00',866,0,NULL,NULL,NULL,'bec17bc9-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

867,'INSOMNIA','en',1,'2004-05-0500:00:00',867,0,NULL,NULL,NULL,'bec185ba-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

868,'ANOREXIA','en',1,'2004-05-0500:00:00',868,0,NULL,NULL,NULL,'bec186d0-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

869,'MALAISE','en',1,'2004-05-0500:00:00',869,0,NULL,NULL,NULL,'bec1883c-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

870,'BACKACHE','en',1,'2004-05-0500:00:00',870,0,NULL,NULL,NULL,'bec1895a-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

871,'CHILLS','en',1,'2004-05-0500:00:00',871,0,NULL,NULL,NULL,'bec18a81-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

872,'RUNNINGNOSE','en',1,'2004-05-0500:00:00',872,0,NULL,NULL,NULL,'bec18ba4-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

873,'OTORRHEA','en',1,'2004-05-0500:00:00',873,0,NULL,NULL,NULL,'bec18cc7-1691-11df-97a5-7038c432aabf','FULLY_SPECIFIED',0

